WKT,name,description
"POLYGON ((106.9212898 -6.1080104, 106.8948539 -6.1117655, 106.880091 -6.1230306, 106.8515953 -6.1257616, 106.8299659 -6.1325888, 106.8165763 -6.1295165, 106.7911704 -6.1342955, 106.7750343 -6.1216652, 106.7444786 -6.1220066, 106.7122062 -6.096745, 106.6861137 -6.1104, 106.685427 -6.135661, 106.6881736 -6.1670648, 106.7108329 -6.184814, 106.7382987 -6.2066583, 106.7540916 -6.2336211, 106.7643913 -6.256146, 106.7681678 -6.2738921, 106.7836173 -6.2919789, 106.8145164 -6.2912964, 106.8447288 -6.3046052, 106.8691047 -6.3097239, 106.893824 -6.3073352, 106.9298728 -6.3104064, 106.9573387 -6.2967565, 106.9583686 -6.256146, 106.9569953 -6.2189453, 106.9436058 -6.2029039, 106.9387992 -6.1418053, 106.9212898 -6.1080104))",DKI JAKARTA,
