WKT,name,description
"POLYGON ((106.8162141 -6.3049618, 106.8162141 -6.3056016, 106.8165574 -6.3062841, 106.8168149 -6.3071372, 106.8166432 -6.3078197, 106.8158707 -6.3079477, 106.815742 -6.3088861, 106.8156991 -6.3096965, 106.8160424 -6.310379, 106.8169007 -6.310379, 106.8175873 -6.310379, 106.8176732 -6.3108056, 106.817759 -6.3118293, 106.8178019 -6.3125971, 106.8178019 -6.3136635, 106.8178019 -6.3148152, 106.8172869 -6.3149431, 106.8163857 -6.315327, 106.8164286 -6.3160521, 106.8170294 -6.3161375, 106.8179736 -6.3161375, 106.8189606 -6.3165213, 106.8191752 -6.3172038, 106.8199906 -6.3174171, 106.8206773 -6.3174171, 106.8216643 -6.3174598, 106.8225226 -6.3172465, 106.8236813 -6.3172465, 106.8237242 -6.3177583, 106.8240246 -6.3177583, 106.82484 -6.3177583, 106.8250117 -6.3170332, 106.8250975 -6.3160521, 106.8251834 -6.3149005, 106.8252692 -6.3140474, 106.8255267 -6.3130236, 106.8255696 -6.3122132, 106.8257413 -6.3113174, 106.8265137 -6.3113601, 106.8268571 -6.3104643, 106.8269429 -6.3096112, 106.8269429 -6.3087155, 106.8260846 -6.3087581, 106.8252692 -6.3087581, 106.8245396 -6.3083742, 106.8245396 -6.3075638, 106.8245396 -6.3064121, 106.8238101 -6.3064121, 106.8229518 -6.3064121, 106.8224797 -6.3067106, 106.8212352 -6.30654, 106.8205056 -6.3062841, 106.8204198 -6.3057722, 106.8199906 -6.3057722, 106.8192181 -6.3058149, 106.8186173 -6.3058149, 106.8186173 -6.3052604, 106.8180165 -6.3052604, 106.8170724 -6.3051324, 106.8162141 -6.3049618))",kebun_binatang_ragunan,
