WKT,name,description
"POLYGON ((106.8509502 -6.232834, 106.8506927 -6.2332392, 106.8506283 -6.2338152, 106.8507356 -6.2342418, 106.8510789 -6.2346684, 106.8514651 -6.2348177, 106.8519157 -6.2349884, 106.8521947 -6.2353723, 106.8524736 -6.2357563, 106.8526024 -6.2361616, 106.8526024 -6.2365242, 106.852538 -6.2369721, 106.8523664 -6.2374414, 106.8522376 -6.237932, 106.8521089 -6.2382946, 106.8519801 -6.2388705, 106.8518514 -6.2393611, 106.8516797 -6.2397878, 106.8516797 -6.2401504, 106.8519801 -6.2404917, 106.8521518 -6.2409396, 106.8523449 -6.2412809, 106.8524951 -6.2416648, 106.8526882 -6.2420275, 106.8530101 -6.2421341, 106.8535465 -6.2420488, 106.8539757 -6.2420488, 106.8537611 -6.2417075, 106.853568 -6.2413662, 106.853332 -6.2411316, 106.8531603 -6.2406836, 106.8530101 -6.2401504, 106.8529672 -6.2396384, 106.8529886 -6.2390838, 106.8532247 -6.2385932, 106.8533534 -6.2381666, 106.8534607 -6.237548, 106.8536324 -6.2371001, 106.8536109 -6.2364815, 106.853568 -6.2359696, 106.8535251 -6.2354576, 106.8533749 -6.2349884, 106.8532676 -6.2346684, 106.8529243 -6.2347111, 106.8527955 -6.2343698, 106.8527311 -6.2338578, 106.8525595 -6.2335379, 106.8522376 -6.2334312, 106.8518728 -6.2334739, 106.8515939 -6.2334952, 106.8512506 -6.2333886, 106.8512506 -6.2329193, 106.8509502 -6.232834))",tebet_echo_park,
