WKT,name,description
"POLYGON ((106.823623 -6.1716616, 106.8232367 -6.1724296, 106.8232367 -6.1735816, 106.8232367 -6.1745202, 106.8231509 -6.1757149, 106.823108 -6.1766109, 106.8230651 -6.1774215, 106.8230651 -6.1784029, 106.8231938 -6.1795548, 106.8234942 -6.1801522, 106.8244384 -6.1803655, 106.8255971 -6.1803228, 106.8264554 -6.1802802, 106.8276999 -6.1802375, 106.8288157 -6.1801522, 106.8298886 -6.1801522, 106.8310903 -6.1803228, 106.8308757 -6.1795975, 106.8305324 -6.1789575, 106.8304036 -6.1781469, 106.8299315 -6.1777202, 106.8299315 -6.1765256, 106.8299315 -6.1756296, 106.8298886 -6.1744349, 106.8298886 -6.1735389, 106.829202 -6.1731976, 106.829202 -6.1724722, 106.8291591 -6.1717042, 106.8284295 -6.1716189, 106.827142 -6.1716189, 106.8259833 -6.1715762, 106.8247817 -6.1715336, 106.823623 -6.1716616))",taman_monas,
